SAMPID	SMTSD
GTEX-14PJM-0011-R5a-SM-DKVGN	Brain - Caudate (basal ganglia)
GTEX-14PJM-0011-R6a-SM-6872G	Brain - Nucleus accumbens (basal ganglia)
GTEX-14PJM-0011-R6a-SM-EVYSW	Brain - Nucleus accumbens (basal ganglia)
GTEX-14PJM-0011-R7a-SM-6AJBX	Brain - Putamen (basal ganglia)
GTEX-14PJM-0011-R7a-SM-DKVGT	Brain - Putamen (basal ganglia)
GTEX-14PJM-0011-R7a-SM-EWR2U	Brain - Putamen (basal ganglia)
GTEX-14PJM-0011-R8b-SM-69LPD	Brain - Hypothalamus
GTEX-14PJM-0011-R8b-SM-DKVGR	Brain - Hypothalamus
GTEX-14PJM-0011-R8b-SM-EXKXT	Brain - Hypothalamus
GTEX-14PJM-0011-R9b-SM-6EU35	Brain - Spinal cord (cervical c-1)
GTEX-14PJM-0011-R9b-SM-F114V	Brain - Spinal cord (cervical c-1)
GTEX-14PJM-0226-SM-62LF1	Skin - Sun Exposed (Lower leg)
GTEX-14PJM-0326-SM-62LF2	Adipose - Subcutaneous
GTEX-14PJM-0426-SM-5ZZVN	Muscle - Skeletal
GTEX-14PJM-0426-SM-F5DYP	Muscle - Skeletal
GTEX-14PJM-0626-SM-686ZN	Artery - Tibial
GTEX-14PJM-0626-SM-EVYSP	Artery - Tibial
GTEX-14PJM-0826-SM-6LLIW	Heart - Atrial Appendage
GTEX-14PJM-0826-SM-GIFYE	Heart - Atrial Appendage
GTEX-14PJM-0926-SM-6AJ9Y	Lung
GTEX-14PJM-0926-SM-CYKSY	Lung
GTEX-14PJM-0926-SM-EZHER	Lung
GTEX-14PJM-0926-SM-GW2CR	Lung
GTEX-14PJM-1026-SM-6ETZT	Artery - Coronary
GTEX-14PJM-1026-SM-F2UMX	Artery - Coronary
GTEX-14PJM-1126-SM-6LLHK	Heart - Left Ventricle
GTEX-14PJM-1126-SM-CYKSX	Heart - Left Ventricle
GTEX-14PJM-1126-SM-GM3HX	Heart - Left Ventricle
GTEX-14PJM-1226-SM-686Z7	Adipose - Visceral (Omentum)
GTEX-14PJM-1226-SM-EWYK1	Adipose - Visceral (Omentum)
GTEX-14PJM-1326-SM-664NX	Thyroid
GTEX-14PJM-1326-SM-EXHXL	Thyroid
GTEX-14PJM-1426-SM-62LF3	Artery - Aorta
GTEX-14PJM-1526-SM-664NY	Esophagus - Mucosa
GTEX-14PJM-1526-SM-EX3ZD	Esophagus - Mucosa
GTEX-14PJM-1626-SM-6LLHL	Esophagus - Muscularis
GTEX-14PJM-1626-SM-GJE3L	Esophagus - Muscularis
GTEX-14PJM-1726-SM-6LLHB	Esophagus - Gastroesophageal Junction
GTEX-14PJM-2126-SM-6AJAS	Pancreas
GTEX-14PJM-2126-SM-EXHYB	Pancreas
GTEX-14PJM-2226-SM-6AJAT	Adrenal Gland
GTEX-14PJM-2226-SM-GH6H7	Adrenal Gland
GTEX-14PJM-2426-SM-686ZC	Ovary
GTEX-14PJM-2426-SM-EVYSM	Ovary
GTEX-14PJM-2426-SM-GW174	Ovary
GTEX-14PJM-2626-SM-686ZD	Colon - Transverse
GTEX-14PJM-2626-SM-EX47Q	Colon - Transverse
GTEX-14PJM-2626-SM-GW1RJ	Colon - Transverse
GTEX-14PJM-2826-SM-69LPV	Uterus
GTEX-14PJM-2826-SM-F1X7A	Uterus
GTEX-14PJM-2926-SM-69LOE	Vagina
GTEX-14PJM-2926-SM-EXCRG	Vagina
GTEX-14PJM-3026-SM-6LLHM	Brain - Cerebellum
GTEX-14PJM-3126-SM-6EU2R	Brain - Cortex
GTEX-14PJM-3126-SM-F51NN	Brain - Cortex
GTEX-14PJM-3226-SM-6AJA1	Pituitary
GTEX-14PJM-3226-SM-EVYSZ	Pituitary
GTEX-14PJN-0002-SM-5GYEC	Whole Blood
GTEX-14PJN-0002-SM-7DRP3	Whole Blood
GTEX-14PJN-0005-SM-9JGGF	Whole Blood
GTEX-14PJN-0005-SM-GIFYF	Whole Blood
GTEX-14PJN-0526-SM-68724	Esophagus - Mucosa
GTEX-14PJN-0526-SM-EWF7O	Esophagus - Mucosa
GTEX-14PJN-0626-SM-6EU13	Adipose - Visceral (Omentum)
GTEX-14PJN-0626-SM-F51GM	Adipose - Visceral (Omentum)
GTEX-14PJN-0826-SM-686ZL	Small Intestine - Terminal Ileum
GTEX-14PJN-0826-SM-EWF7M	Small Intestine - Terminal Ileum
GTEX-14PJN-0926-SM-6EU19	Esophagus - Gastroesophageal Junction
GTEX-14PJN-0926-SM-F3JJU	Esophagus - Gastroesophageal Junction
GTEX-14PJN-1326-SM-GNINW	Breast - Mammary Tissue
GTEX-14PJN-1526-SM-6AJBP	Pancreas
GTEX-14PJN-1526-SM-EXKVB	Pancreas
GTEX-14PJN-1626-SM-68727	Testis
GTEX-14PJN-1626-SM-EWF7Q	Testis
GTEX-14PJN-1726-SM-69LO7	Minor Salivary Gland
GTEX-14PJN-1726-SM-F1X9R	Minor Salivary Gland
GTEX-14PJN-1826-SM-6AJ98	Skin - Not Sun Exposed (Suprapubic)
GTEX-14PJN-1826-SM-EWDZG	Skin - Not Sun Exposed (Suprapubic)
GTEX-14PJN-2126-SM-6AJBM	Muscle - Skeletal
GTEX-14PJN-2126-SM-EWYK9	Muscle - Skeletal
GTEX-14PJN-2226-SM-6872I	Artery - Tibial
GTEX-14PJN-2226-SM-EWF7R	Artery - Tibial
GTEX-14PJN-5016-SM-AN42P	Muscle - Skeletal
GTEX-14PJO-0003-SM-5GYDZ	Whole Blood
GTEX-14PJO-0003-SM-7DRON	Whole Blood
GTEX-14PJO-0005-SM-9JGGY	Whole Blood
GTEX-14PJO-0005-SM-GJE3M	Whole Blood
GTEX-14PJO-0011-R10a-SM-686ZS	Brain - Frontal Cortex (BA9)
GTEX-14PJO-0011-R10a-SM-AHZNH	Brain - Frontal Cortex (BA9)
GTEX-14PJO-0011-R10a-SM-CYKSN	Brain - Frontal Cortex (BA9)
GTEX-14PJO-0011-R10a-SM-DKVIF	Brain - Frontal Cortex (BA9)
GTEX-14PJO-0011-R10a-SM-EWF8T	Brain - Frontal Cortex (BA9)
GTEX-14PJO-0011-R11a-SM-DKVIE	Brain - Cerebellar Hemisphere
GTEX-14PJO-0011-R11a-SM-GLDUP	Brain - Cerebellar Hemisphere
GTEX-14PJO-0011-R11a-SM-H6Q8D	Brain - Cerebellar Hemisphere
GTEX-14PJO-0011-R1b-SM-6AJAK	Brain - Hippocampus
GTEX-14PJO-0011-R1b-SM-DKVIG	Brain - Hippocampus
GTEX-14PJO-0011-R1b-SM-EWDZJ	Brain - Hippocampus
GTEX-14PJO-0011-R2a-SM-5ZZVF	Brain - Substantia nigra
GTEX-14PJO-0011-R2a-SM-DKVIK	Brain - Substantia nigra
GTEX-14PJO-0011-R2a-SM-F1RMX	Brain - Substantia nigra
GTEX-14PJO-0011-R3a-SM-6AJBY	Brain - Anterior cingulate cortex (BA24)
GTEX-14PJO-0011-R3a-SM-DKVIC	Brain - Anterior cingulate cortex (BA24)
GTEX-14PJO-0011-R3a-SM-EWYKA	Brain - Anterior cingulate cortex (BA24)
GTEX-14PJO-0011-R4b-SM-DKVIB	Brain - Amygdala
GTEX-14PJO-0011-R5a-SM-6AJBZ	Brain - Caudate (basal ganglia)
GTEX-14PJO-0011-R5a-SM-DKVID	Brain - Caudate (basal ganglia)
GTEX-14PJO-0011-R5a-SM-EWYF2	Brain - Caudate (basal ganglia)
GTEX-14PJO-0011-R6b-SM-DKVII	Brain - Nucleus accumbens (basal ganglia)
GTEX-14PJO-0011-R7a-SM-664NR	Brain - Putamen (basal ganglia)
GTEX-14PJO-0011-R7a-SM-DKVIJ	Brain - Putamen (basal ganglia)
GTEX-14PJO-0011-R7a-SM-EVYMS	Brain - Putamen (basal ganglia)
GTEX-14PJO-0011-R8a-SM-6AJAL	Brain - Hypothalamus
GTEX-14PJO-0011-R8a-SM-DKVIH	Brain - Hypothalamus
GTEX-14PJO-0011-R8a-SM-EX47S	Brain - Hypothalamus
GTEX-14PJO-0011-R9b-SM-62LE9	Brain - Spinal cord (cervical c-1)
GTEX-14PJO-0011-R9b-SM-F55F3	Brain - Spinal cord (cervical c-1)
GTEX-14PJO-0326-SM-6LLHT	Nerve - Tibial
GTEX-14PJO-0426-SM-6LLJQ	Artery - Tibial
GTEX-14PJO-0426-SM-GJMP7	Artery - Tibial
GTEX-14PJO-0526-SM-6EU2O	Muscle - Skeletal
GTEX-14PJO-0526-SM-CYKOD	Muscle - Skeletal
GTEX-14PJO-0526-SM-F5WG5	Muscle - Skeletal
GTEX-14PJO-0626-SM-6LLHH	Thyroid
GTEX-14PJO-0626-SM-F5WQX	Thyroid
GTEX-14PJO-0726-SM-69LO8	Breast - Mammary Tissue
GTEX-14PJO-0726-SM-EWR48	Breast - Mammary Tissue
GTEX-14PJO-0826-SM-6ETZK	Heart - Atrial Appendage
GTEX-14PJO-0826-SM-F27A8	Heart - Atrial Appendage
GTEX-14PJO-0926-SM-686YT	Lung
GTEX-14PJO-0926-SM-EXOPC	Lung
GTEX-14PJO-0926-SM-GW1RZ	Lung
GTEX-14PJO-1626-SM-69LPQ	Adipose - Visceral (Omentum)
GTEX-14PJO-1626-SM-F1CKR	Adipose - Visceral (Omentum)
GTEX-14PJO-1726-SM-68719	Liver
GTEX-14PJO-1726-SM-EXI6N	Liver
GTEX-14PJO-1826-SM-69LPR	Pancreas
GTEX-14PJO-1826-SM-EWR49	Pancreas
GTEX-14PJO-2026-SM-GOQYV	Spleen
GTEX-14PJO-2526-SM-6AJBQ	Skin - Not Sun Exposed (Suprapubic)
GTEX-14PJO-2526-SM-EX47V	Skin - Not Sun Exposed (Suprapubic)
GTEX-14PJO-2826-SM-6AJA6	Prostate
GTEX-14PJO-2826-SM-EWDZH	Prostate
GTEX-14PJO-2826-SM-GW1BR	Prostate
GTEX-14PJO-2926-SM-686ZI	Brain - Cerebellum
GTEX-14PJO-2926-SM-EZHDJ	Brain - Cerebellum
GTEX-14PJO-3126-SM-GLDSQ	Pituitary
GTEX-14PJO-3126-SM-HAV2P	Pituitary
GTEX-14PJP-0001-SM-5GYEA	Whole Blood
GTEX-14PJP-0001-SM-7DLEZ	Whole Blood
GTEX-14PJP-0005-SM-7P8OM	Whole Blood
GTEX-14PJP-0005-SM-GH6GR	Whole Blood
GTEX-14PK6-0003-SM-5GYF3	Whole Blood
GTEX-14PK6-0003-SM-7DRPF	Whole Blood
GTEX-14PK6-0006-SM-7PC1L	Whole Blood
GTEX-14PK6-0006-SM-GJYJ2	Whole Blood
GTEX-14PK6-0126-SM-664O1	Adrenal Gland
GTEX-14PK6-0126-SM-EXCPL	Adrenal Gland
GTEX-14PK6-0226-SM-62LF5	Skin - Not Sun Exposed (Suprapubic)
GTEX-14PK6-0326-SM-6AJ9S	Lung
GTEX-14PK6-0326-SM-EVYSY	Lung
GTEX-14PK6-0326-SM-GW1C7	Lung
GTEX-14PK6-0426-SM-6EU1J	Thyroid
GTEX-14PK6-0426-SM-F51NU	Thyroid
GTEX-14PK6-0526-SM-69LOF	Spleen
GTEX-14PK6-0526-SM-F1KDD	Spleen
GTEX-14PK6-0626-SM-6AJ9P	Artery - Aorta
GTEX-14PK6-0626-SM-EWF7S	Artery - Aorta
GTEX-14PK6-0726-SM-6LLIX	Heart - Atrial Appendage
GTEX-14PK6-0726-SM-F5WFM	Heart - Atrial Appendage
GTEX-14PK6-0826-SM-5ZZVO	Heart - Left Ventricle
GTEX-14PK6-0826-SM-F3IP8	Heart - Left Ventricle
GTEX-14PK6-0926-SM-62LF4	Adipose - Visceral (Omentum)
GTEX-14PK6-0926-SM-G5R4Q	Adipose - Visceral (Omentum)
GTEX-14PK6-1026-SM-664NZ	Pancreas
GTEX-14PK6-1126-SM-5YY93	Esophagus - Muscularis
GTEX-14PK6-1126-SM-EXOKL	Esophagus - Muscularis
GTEX-14PK6-1226-SM-6EU1W	Esophagus - Gastroesophageal Junction
GTEX-14PK6-1226-SM-F2ULX	Esophagus - Gastroesophageal Junction
GTEX-14PK6-1326-SM-686ZE	Esophagus - Mucosa
GTEX-14PK6-1326-SM-EWR2P	Esophagus - Mucosa
GTEX-14PK6-1526-SM-GW21C	Breast - Mammary Tissue
GTEX-14PK6-1626-SM-6871I	Small Intestine - Terminal Ileum
GTEX-14PK6-1626-SM-EWYEZ	Small Intestine - Terminal Ileum
GTEX-14PK6-1726-SM-6871J	Colon - Transverse
GTEX-14PK6-1726-SM-EWYK2	Colon - Transverse
GTEX-14PK6-1726-SM-GW1WH	Colon - Transverse
GTEX-14PK6-1826-SM-69LOM	Colon - Sigmoid
GTEX-14PK6-1826-SM-EWYDR	Colon - Sigmoid
GTEX-14PK6-1926-SM-6ETZU	Skin - Sun Exposed (Lower leg)
GTEX-14PK6-1926-SM-F4JC6	Skin - Sun Exposed (Lower leg)
GTEX-14PK6-2026-SM-6LLHP	Adipose - Subcutaneous
GTEX-14PK6-2026-SM-F5E19	Adipose - Subcutaneous
GTEX-14PK6-2126-SM-6ETZV	Muscle - Skeletal
GTEX-14PK6-2126-SM-F1X7E	Muscle - Skeletal
GTEX-14PK6-2326-SM-69LOG	Artery - Tibial
GTEX-14PK6-2326-SM-F41BU	Artery - Tibial
GTEX-14PK6-5001-SM-AN431	Lung
GTEX-14PK6-5003-SM-HTQ8I	Lung
GTEX-14PK6-5019-SM-AN432	Muscle - Skeletal
GTEX-14PKU-0004-SM-6RBLN	Whole Blood
GTEX-14PKU-0004-SM-7DLF7	Whole Blood
GTEX-14PKU-0005-SM-9KNTL	Whole Blood
GTEX-14PKU-0008-SM-E9U4G	Cells - Cultured fibroblasts
GTEX-14PKU-0008-SM-GJYLA	Cells - Cultured fibroblasts
GTEX-14PKU-0126-SM-6LLHV	Skin - Not Sun Exposed (Suprapubic)
GTEX-14PKU-0126-SM-F5E1A	Skin - Not Sun Exposed (Suprapubic)
GTEX-14PKU-0226-SM-6EU16	Adipose - Visceral (Omentum)
GTEX-14PKU-0226-SM-F1RP2	Adipose - Visceral (Omentum)
GTEX-14PKU-0326-SM-6AJA7	Thyroid
GTEX-14PKU-0326-SM-EWYK7	Thyroid
GTEX-14PKU-0426-SM-6EU1P	Breast - Mammary Tissue
GTEX-14PKU-0426-SM-F51FO	Breast - Mammary Tissue
GTEX-14PKU-0526-SM-6871A	Spleen
GTEX-14PKU-0526-SM-EWYEW	Spleen
GTEX-14PKU-0626-SM-6EU1Q	Pancreas
GTEX-14PKU-0626-SM-EVYRQ	Pancreas
GTEX-14PKU-0726-SM-GLPRS	Lung
GTEX-14PKU-0726-SM-HAUZY	Lung
GTEX-14PKU-0826-SM-GM8LC	Esophagus - Mucosa
GTEX-14PKU-0826-SM-HM8T8	Esophagus - Mucosa
GTEX-14PKU-0926-SM-69LPS	Esophagus - Muscularis
GTEX-14PKU-0926-SM-EXKXU	Esophagus - Muscularis
GTEX-14PKU-1026-SM-6EU12	Esophagus - Gastroesophageal Junction
GTEX-14PKU-1026-SM-F23OH	Esophagus - Gastroesophageal Junction
GTEX-14PKU-1126-SM-69LOU	Stomach
GTEX-14PKU-1126-SM-F1X7B	Stomach
GTEX-14PKU-1226-SM-686ZM	Ovary
GTEX-14PKU-1226-SM-EVYSO	Ovary
GTEX-14PKU-1226-SM-GW233	Ovary
GTEX-14PKU-1326-SM-6871B	Vagina
GTEX-14PKU-1326-SM-EVYSS	Vagina
GTEX-14PKU-1426-SM-GLPRV	Uterus
GTEX-14PKU-1426-SM-HAV11	Uterus
GTEX-14PKU-1626-SM-6871C	Small Intestine - Terminal Ileum
GTEX-14PKU-1626-SM-EXI6O	Small Intestine - Terminal Ileum
GTEX-14PKU-1726-SM-GPI9F	Colon - Sigmoid
GTEX-14PKU-1826-SM-GNTBD	Skin - Sun Exposed (Lower leg)
GTEX-14PKU-1926-SM-GOQZ6	Muscle - Skeletal
GTEX-14PKU-2026-SM-GNTBE	Nerve - Tibial
GTEX-14PKU-2126-SM-7LT8A	Adipose - Subcutaneous
GTEX-14PKU-2126-SM-F55GZ	Artery - Tibial
GTEX-14PKU-2226-SM-7LG5T	Artery - Tibial
GTEX-14PKU-5016-SM-AN42Y	Muscle - Skeletal
GTEX-14PKV-0002-SM-6RBLM	Whole Blood
GTEX-14PKV-0002-SM-7DLG9	Whole Blood
GTEX-14PKV-0006-SM-9MQL3	Whole Blood
GTEX-14PKV-0008-SM-E9U4H	Cells - Cultured fibroblasts
GTEX-14PKV-0008-SM-GKBEK	Cells - Cultured fibroblasts
GTEX-14PKV-0626-SM-6AJA2	Thyroid
GTEX-14PKV-0626-SM-EXI6R	Thyroid
GTEX-14PKV-0726-SM-686ZF	Adrenal Gland
GTEX-14PKV-0726-SM-EVYSN	Adrenal Gland
GTEX-14PKV-0926-SM-6AJB4	Pancreas
GTEX-14PKV-0926-SM-EXOOE	Pancreas
GTEX-14PKV-1126-SM-6LLJ1	Skin - Not Sun Exposed (Suprapubic)
GTEX-14PKV-1126-SM-F5WQZ	Skin - Not Sun Exposed (Suprapubic)
GTEX-14PKV-1226-SM-6871T	Ovary
GTEX-14PKV-1226-SM-EX419	Ovary
GTEX-14PKV-1426-SM-5YYB9	Uterus
GTEX-14PKV-1426-SM-EXI5Q	Uterus
GTEX-14PKV-1526-SM-664O2	Esophagus - Muscularis
GTEX-14PKV-1526-SM-EWR2B	Esophagus - Muscularis
GTEX-14PKV-1726-SM-6871U	Esophagus - Mucosa
GTEX-14PKV-1726-SM-EWR5B	Esophagus - Mucosa
GTEX-14PKV-1826-SM-69LO9	Stomach
GTEX-14PKV-1826-SM-EZHCU	Stomach
GTEX-14PKV-1926-SM-686YU	Colon - Sigmoid
GTEX-14PKV-1926-SM-EWF7L	Colon - Sigmoid
GTEX-14PKV-2026-SM-6AJ9A	Small Intestine - Terminal Ileum
GTEX-14PKV-2026-SM-EXCSL	Small Intestine - Terminal Ileum
GTEX-14PKV-2126-SM-664O3	Colon - Transverse
GTEX-14PKV-2126-SM-EXKUI	Colon - Transverse
GTEX-14PN3-0004-SM-6RBLO	Whole Blood
GTEX-14PN3-0004-SM-7DLGK	Whole Blood
GTEX-14PN3-0006-SM-7SB6O	Whole Blood
GTEX-14PN3-0006-SM-GI2ML	Whole Blood
GTEX-14PN3-0008-SM-E76Q7	Cells - Cultured fibroblasts
GTEX-14PN3-0008-SM-GKBEH	Cells - Cultured fibroblasts
GTEX-14PN3-0125-A-SM-H661D	Pancreas - Mixed Cell
GTEX-14PN3-0125-C-SM-H6625	Pancreas - Acini
GTEX-14PN3-0126-SM-6AJAU	Pancreas
GTEX-14PN3-0126-SM-EXCSN	Pancreas
GTEX-14PN3-0226-SM-6871K	Spleen
GTEX-14PN3-0226-SM-EXKV7	Spleen
GTEX-14PN3-0326-SM-6EU1X	Adipose - Visceral (Omentum)
GTEX-14PN3-0326-SM-F1XBK	Adipose - Visceral (Omentum)
GTEX-14PN3-0426-SM-6LLIY	Artery - Coronary
GTEX-14PN3-0526-SM-69LQF	Heart - Left Ventricle
GTEX-14PN3-0526-SM-EXKTV	Heart - Left Ventricle
GTEX-14PN3-0726-SM-6EU14	Heart - Atrial Appendage
GTEX-14PN3-0726-SM-F51OU	Heart - Atrial Appendage
GTEX-14PN3-0826-SM-69LOS	Thyroid
GTEX-14PN3-0826-SM-EZHD9	Thyroid
GTEX-14PN3-0926-SM-GM8LD	Lung
GTEX-14PN3-0926-SM-GW1DX	Lung
GTEX-14PN3-0926-SM-H6Q6A	Lung
GTEX-14PN3-1026-SM-GM8LE	Esophagus - Mucosa
GTEX-14PN3-1026-SM-HAV1K	Esophagus - Mucosa
GTEX-14PN3-1126-SM-69LOR	Esophagus - Muscularis
GTEX-14PN3-1126-SM-EXON6	Esophagus - Muscularis
GTEX-14PN3-1226-SM-69LOW	Esophagus - Gastroesophageal Junction
GTEX-14PN3-1226-SM-EZHCS	Esophagus - Gastroesophageal Junction
GTEX-14PN3-1326-SM-6AJ9U	Stomach
GTEX-14PN3-1326-SM-EX47R	Stomach
GTEX-14PN3-1426-SM-686Z8	Adrenal Gland
GTEX-14PN3-1426-SM-EXKV5	Adrenal Gland
GTEX-14PN3-1526-SM-6ETZM	Ovary
GTEX-14PN3-1526-SM-F23OG	Ovary
GTEX-14PN3-1526-SM-GW1UZ	Ovary
GTEX-14PN3-1626-SM-6AJAV	Vagina
GTEX-14PN3-1626-SM-EWYK8	Vagina
GTEX-14PN3-1726-SM-GM3FW	Uterus
GTEX-14PN3-1726-SM-GRR3A	Uterus
GTEX-14PN3-1826-SM-GQ1D8	Colon - Transverse
GTEX-14PN3-1826-SM-GW1UC	Colon - Transverse
GTEX-14PN3-1926-SM-6EU1Y	Colon - Sigmoid
GTEX-14PN3-1926-SM-F1KMS	Colon - Sigmoid
GTEX-14PN3-2026-SM-68729	Small Intestine - Terminal Ileum
GTEX-14PN3-2026-SM-EXI6Q	Small Intestine - Terminal Ileum
GTEX-14PN3-2326-SM-GOQZ7	Muscle - Skeletal
GTEX-14PN3-2426-SM-6LLHS	Skin - Sun Exposed (Lower leg)
GTEX-14PN3-2426-SM-F5WQY	Skin - Sun Exposed (Lower leg)
GTEX-14PN3-2526-SM-6EU15	Adipose - Subcutaneous
GTEX-14PN3-2526-SM-F4GOZ	Adipose - Subcutaneous
GTEX-14PN3-2626-SM-6EU17	Nerve - Tibial
GTEX-14PN3-2626-SM-F4BFA	Nerve - Tibial
GTEX-14PN3-5001-SM-AN434	Heart - Left Ventricle
GTEX-14PN3-5013-SM-AN435	Muscle - Skeletal
GTEX-14PN4-0001-SM-6RBKN	Whole Blood
GTEX-14PN4-0001-SM-7DRP6	Whole Blood
GTEX-14PN4-0005-SM-7PC21	Whole Blood
GTEX-14PN4-0008-SM-E9U4N	Cells - Cultured fibroblasts
GTEX-14PN4-0011-R10a-SM-AHZ72	Brain - Frontal Cortex (BA9)
GTEX-14PN4-0011-R10b-SM-69LP2	Brain - Frontal Cortex (BA9)
GTEX-14PN4-0011-R10b-SM-69LP7	Brain - Frontal Cortex (BA9)
GTEX-14PN4-0011-R10b-SM-CYKO4	Brain - Frontal Cortex (BA9)
GTEX-14PN4-0011-R10b-SM-DKWRP	Brain - Frontal Cortex (BA9)
GTEX-14PN4-0011-R11a-SM-686ZW	Brain - Cerebellar Hemisphere
GTEX-14PN4-0011-R11a-SM-DKWRO	Brain - Cerebellar Hemisphere
GTEX-14PN4-0011-R11a-SM-EVYSR	Brain - Cerebellar Hemisphere
GTEX-14PN4-0011-R1b-SM-69LP8	Brain - Hippocampus
GTEX-14PN4-0011-R1b-SM-DKWRQ	Brain - Hippocampus
GTEX-14PN4-0011-R1b-SM-F34LY	Brain - Hippocampus
GTEX-14PN4-0011-R2a-SM-6EU2Y	Brain - Substantia nigra
GTEX-14PN4-0011-R2a-SM-DKWRU	Brain - Substantia nigra
GTEX-14PN4-0011-R2a-SM-F1X9W	Brain - Substantia nigra
GTEX-14PN4-0011-R3b-SM-686ZU	Brain - Anterior cingulate cortex (BA24)
GTEX-14PN4-0011-R3b-SM-DKWRM	Brain - Anterior cingulate cortex (BA24)
GTEX-14PN4-0011-R3b-SM-EWDZC	Brain - Anterior cingulate cortex (BA24)
GTEX-14PN4-0011-R4a-SM-686ZT	Brain - Amygdala
GTEX-14PN4-0011-R4a-SM-DKWRL	Brain - Amygdala
GTEX-14PN4-0011-R4a-SM-EVYSQ	Brain - Amygdala
GTEX-14PN4-0011-R5a-SM-686ZV	Brain - Caudate (basal ganglia)
GTEX-14PN4-0011-R5a-SM-DKWRN	Brain - Caudate (basal ganglia)
GTEX-14PN4-0011-R5a-SM-EVYNS	Brain - Caudate (basal ganglia)
GTEX-14PN4-0011-R6b-SM-69LQU	Brain - Nucleus accumbens (basal ganglia)
GTEX-14PN4-0011-R6b-SM-DKWRS	Brain - Nucleus accumbens (basal ganglia)
GTEX-14PN4-0011-R6b-SM-F1RN1	Brain - Nucleus accumbens (basal ganglia)
GTEX-14PN4-0011-R7b-SM-69LQQ	Brain - Putamen (basal ganglia)
GTEX-14PN4-0011-R7b-SM-DKWRT	Brain - Putamen (basal ganglia)
GTEX-14PN4-0011-R7b-SM-EXKTY	Brain - Putamen (basal ganglia)
GTEX-14PN4-0011-R8a-SM-6EU1H	Brain - Hypothalamus
GTEX-14PN4-0011-R8a-SM-DKWRR	Brain - Hypothalamus
GTEX-14PN4-0011-R8a-SM-F3JBQ	Brain - Hypothalamus
GTEX-14PN4-0011-R9a-SM-6LLH9	Brain - Spinal cord (cervical c-1)
GTEX-14PN4-0011-R9a-SM-F55OL	Brain - Spinal cord (cervical c-1)
GTEX-14PN4-0126-SM-6EU2V	Skin - Sun Exposed (Lower leg)
GTEX-14PN4-0126-SM-F4VSP	Skin - Sun Exposed (Lower leg)
GTEX-14PN4-0326-SM-6EU2N	Muscle - Skeletal
GTEX-14PN4-0326-SM-CYKOK	Muscle - Skeletal
GTEX-14PN4-0326-SM-F4GO8	Muscle - Skeletal
GTEX-14PN4-0426-SM-6AJ9N	Artery - Tibial
GTEX-14PN4-0426-SM-EWR5G	Artery - Tibial
GTEX-14PN4-0626-SM-62LFP	Breast - Mammary Tissue
GTEX-14PN4-0826-SM-69LON	Heart - Atrial Appendage
GTEX-14PN4-0826-SM-F27A4	Heart - Atrial Appendage
GTEX-14PN4-1426-SM-6LLJ4	Adipose - Visceral (Omentum)
GTEX-14PN4-1426-SM-G5OQ8	Adipose - Visceral (Omentum)
GTEX-14PN4-1526-SM-6871V	Thyroid
GTEX-14PN4-1526-SM-EXOL5	Thyroid
GTEX-14PN4-1626-SM-6AJB5	Pancreas
GTEX-14PN4-1626-SM-EXKZC	Pancreas
GTEX-14PN4-2526-SM-686ZG	Minor Salivary Gland
GTEX-14PN4-2526-SM-EWYEV	Minor Salivary Gland
GTEX-14PN4-3026-SM-664O4	Brain - Cerebellum
GTEX-14PN4-3026-SM-EXONP	Brain - Cerebellum
GTEX-14PN4-3226-SM-6AJBO	Pituitary
GTEX-14PN4-3226-SM-EWDZK	Pituitary
GTEX-14PQA-0003-SM-6RBJN	Whole Blood
GTEX-14PQA-0003-SM-7DLH4	Whole Blood
GTEX-14PQA-0006-SM-7PC2D	Whole Blood
GTEX-14PQA-0006-SM-GIFY9	Whole Blood
GTEX-14PQA-0008-SM-E6CPD	Cells - Cultured fibroblasts
GTEX-14PQA-0011-R10a-SM-6AJAA	Brain - Frontal Cortex (BA9)
GTEX-14PQA-0011-R10a-SM-AHZ74	Brain - Frontal Cortex (BA9)
GTEX-14PQA-0011-R10a-SM-EXCTS	Brain - Frontal Cortex (BA9)
GTEX-14PQA-0011-R10a-SM-LUBEF	Brain - Frontal Cortex (BA9)
GTEX-14PQA-0011-R1b-SM-6EU1G	Brain - Hippocampus
GTEX-14PQA-0011-R1b-SM-F1HXC	Brain - Hippocampus
GTEX-14PQA-0011-R3b-SM-69LQO	Brain - Anterior cingulate cortex (BA24)
GTEX-14PQA-0011-R3b-SM-EXKTX	Brain - Anterior cingulate cortex (BA24)
GTEX-14PQA-0011-R4b-SM-6AJBU	Brain - Amygdala
GTEX-14PQA-0011-R4b-SM-EWR5K	Brain - Amygdala
GTEX-14PQA-0011-R5b-SM-6AJC2	Brain - Caudate (basal ganglia)
GTEX-14PQA-0011-R5b-SM-EWDZL	Brain - Caudate (basal ganglia)
GTEX-14PQA-0011-R6b-SM-6AJAM	Brain - Nucleus accumbens (basal ganglia)
GTEX-14PQA-0011-R6b-SM-EWF7U	Brain - Nucleus accumbens (basal ganglia)
GTEX-14PQA-0011-R8b-SM-6AJAB	Brain - Hypothalamus
GTEX-14PQA-0011-R8b-SM-EXI6S	Brain - Hypothalamus
GTEX-14PQA-0526-SM-7KUFS	Muscle - Skeletal
